98,business,0.05263157894736842,pinchbeck pitch deck pourpoint corporate,(' https://t.co/LaznGf5tUG #PitchDeck #Pitch #deck #Powerpoint #Corporate https://t.co/FbTNa6iJ7p\n'  'https://t.co/LaznGf5tUG')
99,random,0,need know winter coming check,('What do you need to know before winter coming? check it out at https://t.co/uYLQinUNGH\n'  'What')
100,random,0,housingmarket housing housingmarket,('#housingmarket #housing https://t.co/wtXXNBtkTH\n'  '#housingmarket')
101,random,0,morningstardaily front,('RT @Labour4S: #MorningStarDaily front page\n'  'RT')
102,government,0.03125,community beats back gentrifiers setback class cleansing miners homes saved community,('Community beats back gentrifiers : Setback for class cleansing as ex-miners homes saved in Lee\n'  'Community')
103,government,0.030303030303030304,stairways gone reliancecapital gone hail gone pm gone housing sector slowing banking trust slowly,('RT @sapnadasgupta: #jetairways gone #reliancecapital gone #HDIL gone #PMC gone  #housing sector slowing #banking no trust..slowly everythin\n'  'RT')
104,random,0,join today tell think social determinants movement soh healthinnovation,('RT @askdrfitz: Join me and @HealthSparq today to tell us what you think about the social determinants movement! #SDOH #healthinnovation #he\n'  'RT')
105,government,0.03333333333333333,hardest causes traditional politicians feared stake careers always,('RT @FEANTSA: "For the hardest causes on which traditional politicians feared not stake their careers  she was always there."\n'  'RT')
106,random,0,fascinating fascinating,('Fascinating p\n'  'Fascinating')
107,government,0.030303030303030304,stairways gone reliancecapital gone hail gone pm gone housing sector slowing banking trust slowly,('RT @sapnadasgupta: #jetairways gone #reliancecapital gone #HDIL gone #PMC gone  #housing sector slowing #banking no trust..slowly everythin\n'  'RT')
108,government,0.03333333333333333,hardest causes traditional politicians feared stake careers always,('RT @FEANTSA: "For the hardest causes on which traditional politicians feared not stake their careers  she was always there."\n'  'RT')
109,random,0,fascinating fascinating,('Fascinating p\n'  'Fascinating')
110,government,0.029411764705882353,stairways gone reliancecapital gone hail gone pm gone housing sector slowing banking trust slowly ever stairways,('#jetairways gone #reliancecapital gone #HDIL gone #PMC gone  #housing sector slowing #banking no trust..slowly ever https://t.co/eXOWRAzTQJ\n'  '#jetairways')
111,government,0.029411764705882353,countries housing realities many common challenges models worked properly decades amp policies,('RT @HousingEurope: 22 countries  22 #housing realities. Many common challenges  models that have worked properly for decades &amp; policies tha\n'  'RT')
112,government,0.03225806451612903,ready see glorious houses country thought homes housing property,('RT @AnneAshworth: About ready to see some glorious houses in the country? We thought so... Here you are ... #homes #housing #property #move\n'  'RT')
113,government,0.030303030303030304,interested know cries world purporting welfare states many set housing allowances,("RT @leilanifarha: I'm interested to know: in ctries X the world purporting to be 'welfare states' how many set #housing allowances at a rat\n"  'RT')
114,government,0.03333333333333333,hardest causes traditional politicians feared stake careers always,('RT @FEANTSA: "For the hardest causes on which traditional politicians feared not stake their careers  she was always there."\n'  'RT')
115,random,0,fascinating fascinating,('Fascinating p\n'  'Fascinating')
116,random,0,look ran delivering knapsackfullofdreams store matt blackest look,('Look who I ran into delivering #knapsackfullofdreams to @Spacing store! Thanks Matt Blackett. @TOAdamVaughan an https://t.co/rzl19SpQnn\n'  'Look')
117,homeless,0.08333333333333333,finland innovative progressive set housing policies result hardly homeless people,('RT @JamesMelville: Finland has an innovative and progressive set of housing policies. The result: There are hardly any homeless people in F\n'  'RT')
118,random,0,morningstardaily front,('RT @Labour4S: #MorningStarDaily front page\n'  'RT')
119,government,0.03125,community beats back gentrifiers setback class cleansing miners homes saved community,('Community beats back gentrifiers : Setback for class cleansing as ex-miners homes saved in Lee\n'  'Community')
